dessert_category,region,query,name,road_address,jibun_address,telephone,external_link,category_text,mapx,mapy,longitude,latitude,geocode_error
saltbread,daegu,대구 월배 소금빵,온더온,대구광역시 달서구 월배로15길 8 1층 카페 온더온,대구광역시 달서구 진천동 595-28 1층 카페 온더온,,https://www.instagram.com/_ontheon,"음식점>카페,디저트",1285228406,358143184,128.5228726,35.8143559,
saltbread,daegu,대구 진천역 소금빵,포라운드커피&베이커리,대구광역시 달서구 월배로 120 서호메디컬타워 1층 106호 포라운드커피&베이커리,대구광역시 달서구 진천동 244-5 서호메디컬타워 1층 106호 포라운드커피&베이커리,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1285275034,358146428,128.5274069,35.8145194,
saltbread,daegu,대구 월배 소금빵 베이커리,씨티씨커피 진천점,"대구광역시 달서구 진천로 75-7 1층 101, 102호","대구광역시 달서구 진천동 595-54 1층 101, 102호",,https://forms.gle/rmTXqBLwcVEfChwz5,"음식점>카페,디저트",1285225589,358148385,128.5227347,35.8148582,
saltbread,daegu,대구 상인역 소금빵 카페,카페어뉴,대구광역시 달서구 월배로40길 76,대구광역시 달서구 상인동 276-9,,https://smartstore.naver.com/cafe-anew,"음식점>카페,디저트",1285376082,358154575,128.5375689,35.8154545,
saltbread,daegu,대구 범물 소금빵,빠네비앙PaneBien,대구광역시 수성구 지범로46길 18 빠네비앙 Pane Bien,대구광역시 수성구 범물동 1380-10 빠네비앙 Pane Bien,,https://www.instagram.com/PaneBien,"카페,디저트>베이커리",1286435301,358163367,128.6435301,35.8163367,
saltbread,daegu,대구 범물 소금빵,플라네,"대구광역시 수성구 진밭길 54 플라네 Flaner 카페 1층, 2층","대구광역시 수성구 범물동 930-4 플라네 Flaner 카페 1층, 2층",,,"음식점>카페,디저트",1286544191,358164041,128.6544191,35.8164041,
saltbread,daegu,대구 소금빵,라부아뜨엘,대구광역시 수성구 지범로 248-6 1층,대구광역시 수성구 범물동 1374-14 1층,,http://pf.kakao.com/_xoxjmyG,"음식점>카페,디저트",1286442412,358175084,128.6442376,35.8175122,
saltbread,daegu,대구 성서산업단지역 소금빵,아눅 월성,대구광역시 달서구 조암남로32길 16 1층,대구광역시 달서구 대천동 945 1층,,https://smartstore.naver.com/a-nook,"카페,디저트>베이커리",1285167741,358178015,128.5172691,35.8183059,
saltbread,daegu,대구 달서구 소금빵,스테이블모먼트 월배점,대구광역시 달서구 조암남로32길 24 스테이블모먼트,대구광역시 달서구 대천동 936 스테이블모먼트,,http://instagram.com/stable_moment02,"음식점>카페,디저트",1285163669,358190620,128.5162767,35.8187953,
saltbread,daegu,대구 범물 소금빵,피쉬마운트커피 범물점,대구광역시 수성구 지범로40길 6 상가동 111호,대구광역시 수성구 범물동 1332 상가동 111호,,,"음식점>카페,디저트",1286402213,358199267,128.6404433,35.8189515,
saltbread,daegu,대구 상인 소금빵,우리쌀현미빵,대구광역시 달서구 월서로 24,대구광역시 달서구 상인동 128-3,,,"카페,디저트>베이커리",1285320899,358206406,128.5321058,35.8206817,
saltbread,daegu,대구 상인 소금빵,구스또미오,대구광역시 달서구 송현로7길 15,대구광역시 달서구 상인동 860-2,,,"카페,디저트>베이커리",1285468174,358208627,128.5469416,35.8209129,
saltbread,daegu,대구 지산 소금빵,아띠랑스,대구광역시 수성구 용학로 184 1층,대구광역시 수성구 지산동 1188-5 1층,,,"카페,디저트>베이커리",1286286548,358222678,128.628746,35.822207,
saltbread,daegu,대구 송현 소금빵,118베이크샵,대구광역시 달서구 월배로68길 118 1층,대구광역시 달서구 송현동 1958-24 1층,,https://smartstore.naver.com/118bake,"카페,디저트>베이커리",1285524577,358223522,128.5524577,35.8223522,
saltbread,daegu,대구 지산 소금빵,빅웨이브 수성못점,대구광역시 수성구 용학로 172 1층,대구광역시 수성구 지산동 1188 1층,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1286277222,358224752,128.6277223,35.8224753,
saltbread,daegu,대구 달서구 소금빵,빠다롤 더 테라스,대구광역시 달서구 조암남로14길 42,대구광역시 달서구 월성동 1180,,,"카페,디저트>베이커리",1285255565,358227284,128.5255382,35.8227121,
saltbread,daegu,대구 상인역 소금빵,컵넛 월성점,"대구광역시 달서구 상원로 179-9 1층, 2층","대구광역시 달서구 월성동 1252 1층, 2층",,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1285262658,358229071,128.5262815,35.8229089,
saltbread,daegu,대구 달서구 소금빵,카페 엠엔티 신월성 본점,대구광역시 달서구 조암남로14길 52-2 cafe mnt,대구광역시 달서구 월성동 1187-2 cafe mnt,,http://instagram.com/cafe.mnt,"음식점>카페,디저트",1285259474,358231624,128.5259861,35.8230393,
saltbread,daegu,대구 성서산업단지역 소금빵,꼬모맨션,대구광역시 달서구 조암로 71 1-2층 꼬모맨션,대구광역시 달서구 월성동 1426 1-2층 꼬모맨션,,https://smartstore.naver.com/comomansion,"음식점>카페,디저트",1285225969,358232237,128.5225474,35.8231804,
saltbread,daegu,대구 범물역 소금빵,라봉봉제과점,대구광역시 수성구 지범로21길 10,대구광역시 수성구 지산동 1279-11,,,"카페,디저트>베이커리",1286366889,358244416,128.6367057,35.8244478,
saltbread,daegu,대구 송현 소금빵,어드밀디저트샵,대구광역시 달서구 월배로68길 29,대구광역시 달서구 송현동 798-194,,https://center-pf.kakao.com/_BxexcfG,"음식점>카페,디저트",1285486426,358247637,128.5486426,35.8247637,
saltbread,daegu,대구 수성못 소금빵,롤링핀 대구수성못점,대구광역시 수성구 용학로 115 롤링핀,대구광역시 수성구 두산동 690 롤링핀,,https://www.instagram.com/rollingpin_suseonglake,"카페,디저트>베이커리",1286229670,358249331,128.622579,35.8251013,
saltbread,daegu,대구 수성구 소금빵,삼송빵집 본점,대구광역시 수성구 수성못2길 26 삼송 1957,대구광역시 수성구 두산동 695 삼송 1957,,https://www.ssbnc.kr/pg/bbs/board.php?bo_table=store2,"카페,디저트>베이커리",1286240091,358251678,128.6245063,35.8253427,
saltbread,daegu,대구 상인 소금빵,버터베이크 신월성점,대구광역시 달서구 조암로 24 버터베이크,대구광역시 달서구 월성동 1822 버터베이크,,https://www.instagram.com/butterbake_daegu/profilecard/?igsh=MTFzdWZuem10ZmhoNA==,"카페,디저트>베이커리",1285269278,358255337,128.5270376,35.8255265,
saltbread,daegu,대구 상인역 소금빵,마블스퀘어 월성,대구광역시 달서구 조암로 1 미래타워 1층 105호,대구광역시 달서구 월성동 1859 미래타워 1층 105호,,https://www.instagram.com/marvelsquare_ws,"카페,디저트>베이커리",1285296391,358257234,128.5296391,35.8257235,
saltbread,daegu,대구 수성못 소금빵,브리튼헨지 수성못본점,대구광역시 수성구 수성못길 14,대구광역시 수성구 두산동 656-1,,https://www.instagram.com/britain_henge,"카페,디저트>베이커리",1286221391,358263202,128.6221519,35.8262766,
saltbread,daegu,대구 수성구 소금빵,포켓,대구광역시 수성구 수성못길 20 카페 포켓,대구광역시 수성구 두산동 653-8 카페 포켓,,https://www.instagram.com/cafe__pocket_,"카페,디저트>베이커리",1286222228,358265899,128.6222314,35.8265864,
saltbread,daegu,대구 사월역 소금빵 맛집,이인상베이커리카페,경상북도 경산시 삼성현로 10-4,경상북도 경산시 옥산동 677-5,,,"카페,디저트>베이커리",1287100379,358276592,128.7100273,35.8276457,
saltbread,daegu,대구 수성못 소금빵 베이커리,사이커피 수성못,대구광역시 수성구 무학로 123 (두산동) 사이커피,대구광역시 수성구 두산동 205-6 사이커피,,https://www.instagram.com/sa.e_coffee?igshid=MzRlODBiNWFlZA==,"음식점>카페,디저트",1286220676,358303360,128.6220572,35.8303645,
saltbread,daegu,대구 남구 소금빵,카펠라,대구광역시 남구 앞산순환로 449,대구광역시 남구 대명동 548-1,,https://www.instagram.com/coffee_capella?igsh=MXNhM2l0OXZpdXh0eQ==,"음식점>카페,디저트",1285740189,358315701,128.5740189,35.8315701,
saltbread,daegu,대구 송현역 소금빵,카페티엠포,대구광역시 달서구 월성로 20 1층 111호,대구광역시 달서구 월성동 275-2 1층 111호,,https://events.passorder.co.kr/100won-event-new,"음식점>카페,디저트",1285331507,358315758,128.5331508,35.8315758,
saltbread,daegu,대구 임당역 소금빵,에맨디,경상북도 경산시 남매공원로2길 26 1층,경상북도 경산시 계양동 823 1층,,,"음식점>카페,디저트",1287442535,358315768,128.7442234,35.8316089,
saltbread,daegu,대구 송현 소금빵,토구리 제과점,대구광역시 달서구 월배로83길 95 102호,대구광역시 달서구 송현동 541 102호,,https://smartstore.naver.com/toguri_bakery,"음식점>카페,디저트",1285467936,358318876,128.546794,35.8319017,
saltbread,daegu,대구 임당역 소금빵,시오다과,경상북도 경산시 남매공원로2길 38 1층,경상북도 경산시 계양동 781 1층,,https://www.instagram.com/sio_bakery,"음식점>카페,디저트",1287441809,358324988,128.7441809,35.8324988,
saltbread,daegu,대구 정평역 소금빵,카페잇슈 크림도너츠 카페,경상북도 경산시 대학로12길 15,경상북도 경산시 정평동 230-6,,,"음식점>카페,디저트",1287294040,358325156,128.729404,35.8325156,
saltbread,daegu,대구 신매 소금빵,스스슥,대구광역시 수성구 신매로 34-1 1층(신매동),대구광역시 수성구 신매동 593-1 1층(),,https://www.instagram.com/sssg_bakery,"카페,디저트>베이커리",1287075190,358324951,128.7075781,35.8325207,
saltbread,daegu,대구 신매 소금빵,온기제빵소,대구광역시 수성구 신매로4길 5 1층,대구광역시 수성구 신매동 588-9 1층,,,"카페,디저트>베이커리",1287082198,358327041,128.7082622,35.8327198,
saltbread,daegu,대구 신매 소금빵 카페,병아리 소풍,대구광역시 수성구 신매로 38-1,대구광역시 수성구 신매동 587-7,,https://blog.naver.com/juicy0070,"카페,디저트>베이커리",1287076980,358329708,128.7077313,35.8329666,
saltbread,daegu,대구 임당역 소금빵,디디얌,경상북도 경산시 남매공원로1길 16 (계양동)DIDIYAM,경상북도 경산시 계양동 730 DIDIYAM,,https://smartstore.naver.com/didiyam/,"카페,디저트>베이커리",1287428500,358332606,128.74285,35.8332607,
saltbread,daegu,대구 정평역 소금빵,정평당,경상북도 경산시 대학로8길 11 정평당,경상북도 경산시 정평동 201-1 정평당,,https://www.instagram.com/bakery_jeongpyeong_d,"음식점>카페,디저트",1287268269,358333652,128.7268269,35.8333653,
saltbread,daegu,대구 임당역 소금빵,COZY COFFEE STAND,경상북도 경산시 남매로 253 라동 103호,경상북도 경산시 중방동 96-1 라동 103호,,http://www.instagram.com/cozycoffeestand,"음식점>카페,디저트",1287408711,358333857,128.7408343,35.8333733,
saltbread,daegu,대구 사월역 소금빵,메종오브 베이커리,대구광역시 수성구 달구벌대로650길 57 1층 메종오브 베이커리,대구광역시 수성구 욱수동 263-3 1층 메종오브 베이커리,,http://www.instagram.com/maison_aube_bakery,"카페,디저트>베이커리",1287090987,358334643,128.7091875,35.8334946,
saltbread,daegu,대구 대명역 소금빵,천냥빵떡대장 관문시장점,대구광역시 달서구 월배로 452 1층,대구광역시 달서구 송현동 195-2 1층,,https://blog.naver.com/bbangtteok_official,"카페,디저트>베이커리",1285547306,358336225,128.5547892,35.8336128,
saltbread,daegu,대구 앞산공원 소금빵,카페 오브도레 드 펌킨스 앞산,"대구광역시 남구 현충로5길 6 1층, 2층","대구광역시 남구 대명동 515-7 1층, 2층",,https://www.instagram.com/aubedore,"음식점>카페,디저트",1285791170,358341806,128.579117,35.8341807,
saltbread,daegu,대구 신매 소금빵,오하브카페,"대구광역시 수성구 욱수천로 70 3층, 4층","대구광역시 수성구 신매동 88-6 3층, 4층",,https://www.instagram.com/ohav_official/,"음식점>카페,디저트",1287116085,358345670,128.7115917,35.8345265,
saltbread,daegu,대구 남구 소금빵,플란트 앞산,대구광역시 남구 현충로7길 13-1 플란트,대구광역시 남구 대명동 512-2 플란트,,https://www.instagram.com/plant__coffee,"음식점>카페,디저트",1285788844,358347243,128.5788845,35.8347243,
saltbread,daegu,대구 앞산공원 소금빵,브리에브레드,대구광역시 남구 현충로7길 7 브리에브레드,대구광역시 남구 대명동 513-3 브리에브레드,,https://www.instagram.com/brierbread,"카페,디저트>베이커리",1285790484,358347247,128.5790484,35.8347248,
saltbread,daegu,대구 대명역 소금빵,카페리움,대구광역시 남구 대명남로 78-1 1층,대구광역시 남구 대명동 598-2 1층,,https://www.instagram.com/cafe_rium,"음식점>카페,디저트",1285666155,358347539,128.5666155,35.834754,
saltbread,daegu,대구 황금 소금빵 베이커리,빵장수단팥빵 두산직영점,대구광역시 수성구 상화로 140 1층,대구광역시 수성구 두산동 124-5 1층,,,"카페,디저트>베이커리",1286223146,358352961,128.6222981,35.8352789,
saltbread,daegu,대구 대명역 소금빵,즐겁다커피,대구광역시 남구 골안길 72 1층,대구광역시 남구 대명동 1245-3 1층,,https://www.instagram.com/jeulgoptta.coffee,"음식점>카페,디저트",1285625659,358353712,128.5625659,35.8353712,
saltbread,daegu,대구 지산 소금빵,비터버터베터,대구광역시 수성구 동대구로12길 45 1층,대구광역시 수성구 지산동 993-13 1층,,https://www.instagram.com/bbb_tter,"음식점>카페,디저트",1286266305,358354243,128.6266009,35.8354492,
saltbread,daegu,대구 정평역 소금빵,로위스,경상북도 경산시 대학로9길 11 중산상가 1층 105호 로위스,경상북도 경산시 정평동 158-11 중산상가 1층 105호 로위스,,http://pf.kakao.com/_zWmxdn/chat,"음식점>카페,디저트",1287275311,358354517,128.7275017,35.8354631,
saltbread,daegu,대구 정평역 소금빵,베이커리 정남향,경상북도 경산시 대학로 59-18 1층,경상북도 경산시 정평동 130-17 1층,,https://naver.me/59UgiGIi,"카페,디저트>베이커리",1287293879,358358287,128.7294126,35.8357694,
saltbread,daegu,대구 지산 소금빵 베이커리,두둥당,대구광역시 수성구 청수로36길 68 1층,대구광역시 수성구 지산동 991-15 1층,,,"카페,디저트>베이커리",1286268137,358361688,128.6268164,35.8361943,
saltbread,daegu,대구 지산 소금빵,랩에쏘 로스터리,대구광역시 수성구 청수로36길 70-24,대구광역시 수성구 지산동 990-3,,http://www.labesso.com,"음식점>카페,디저트",1286255923,358362739,128.6255889,35.8362585,
saltbread,daegu,대구 사월역 소금빵,카페 아이올리,대구광역시 수성구 달구벌대로652길 16 1층,대구광역시 수성구 신매동 149-4 1층,,https://www.instagram.com/cafe.aioli,"음식점>카페,디저트",1287111571,358363769,128.7112885,35.8366471,
saltbread,daegu,대구 대명역 소금빵,빵장수 달서본점,대구광역시 달서구 구마로 240 1층,대구광역시 달서구 송현동 1037-1 1층,,,"카페,디저트>베이커리",1285541175,358367733,128.5541175,35.8367733,
saltbread,daegu,대구 신매 소금빵,켑트 베이커스,대구광역시 수성구 달구벌대로650길 15 1층 kept,대구광역시 수성구 신매동 144 1층 kept,,,"카페,디저트>베이커리",1287106648,358368831,128.7105703,35.8368325,
saltbread,daegu,대구 안지랑 소금빵 베이커리,올디어,대구광역시 남구 대명로30길 40 1층,대구광역시 남구 대명동 927-2 1층,,https://www.instagram.com/__oldear,"음식점>카페,디저트",1285738926,358372420,128.5738927,35.837242,
saltbread,daegu,대구 남구 소금빵,마들렌베이커리 앞산점,대구광역시 남구 현충로 54 마들렌베이커리 앞산점,대구광역시 남구 대명동 450-1 마들렌베이커리 앞산점,,https://blog.naver.com/madeleinebakery,"카페,디저트>베이커리",1285801231,358376469,128.5801231,35.837647,
saltbread,daegu,대구 사월 소금빵,르플렌,대구광역시 수성구 달구벌대로669길 40 르플렌,대구광역시 수성구 사월동 550-3 르플렌,,https://100원커피이벤트-선착순주문하기.com,"카페,디저트>베이커리",1287211756,358377386,128.7211617,35.8376816,
saltbread,daegu,대구 고산역 소금빵 베이커리,아워스 카페,대구광역시 수성구 알파시티1로42길 26 101호,대구광역시 수성구 대흥동 831-2 101호,,https://www.instagram.com/_cafe.hours?igsh=a2xpano5Y2QzaGRy&utm_source=qr,"음식점>카페,디저트",1286828113,358378068,128.6828768,35.8378445,
saltbread,daegu,대구 영남대역 소금빵,샐러디아 경산점,경상북도 경산시 대학로 315 2동 1층,경상북도 경산시 조영동 283-1 2동 1층,,https://100원커피이벤트-선착순주문하기.com,"음식점>도시락,컵밥>다이어트,샐러드",1287556143,358385680,128.7556143,35.838568,
saltbread,daegu,대구 안지랑 소금빵 베이커리,카페 아그데아그데,대구광역시 남구 대명로36길 10-15 농협 주차장 옆 골목 아그데아그데,대구광역시 남구 대명동 902-23 농협 주차장 옆 골목 아그데아그데,,https://www.instagram.com/cafe_agdeagde,"음식점>카페,디저트",1285755163,358386854,128.5754358,35.8386377,
saltbread,daegu,대구 영남대역 소금빵,그리다빵 영남대본점,경상북도 경산시 청운1로 26 그리다빵영남대본점,경상북도 경산시 조영동 583-1 그리다빵영남대본점,,http://www.instagram.com/gridabread,"카페,디저트>베이커리",1287533170,358387182,128.7533087,35.838657,
saltbread,daegu,대구 황금역 소금빵,클렁키,대구광역시 수성구 동대구로 95 1층상가 108동 6112호 클렁키(GS편의점 맞은편),대구광역시 수성구 두산동 113 1층상가 108동 6112호 클렁키(GS편의점 맞은편),,https://www.instagram.com/clunkybakery,"카페,디저트>베이커리",1286234823,358393197,128.6230706,35.8387222,
saltbread,daegu,대구 고산 소금빵,시지본,대구광역시 수성구 노변로 79,대구광역시 수성구 노변동 120-2,,,"음식점>카페,디저트",1286999176,358388270,128.6997476,35.8388079,
saltbread,daegu,대구 안지랑 소금빵 베이커리,앞산빵래터,대구광역시 남구 대명로 168 1층,대구광역시 남구 대명동 901-5 1층,,,"카페,디저트>베이커리",1285761068,358388364,128.5761068,35.8388364,
saltbread,daegu,대구 황금 소금빵,핑퐁커피 본점,대구광역시 수성구 청호로 242 1층,대구광역시 수성구 황금동 249-6 1층,,http://www.pingpongcoffee.co.kr,"음식점>카페,디저트",1286400996,358389803,128.6401132,35.8389827,
saltbread,daegu,대구 수성알파시티 소금빵,오브스윗,대구광역시 수성구 알파시티2로9길 12 1층,대구광역시 수성구 시지동 589 1층,,https://www.instagram.com/of.sweet_,"음식점>카페,디저트",1286935298,358392390,128.6935299,35.839239,
saltbread,daegu,대구 고산 소금빵,메종루이 베이커리,대구광역시 수성구 알파시티2로 35,대구광역시 수성구 시지동 587-1,,,"카페,디저트>베이커리",1286929247,358395441,128.6929678,35.8395516,
saltbread,daegu,대구 사월역 소금빵,마고포레스트&마고플레인,경상북도 경산시 경안로73길 20 마고포레스트,경상북도 경산시 대평동 94-10 마고포레스트,,https://www.instagram.com/margaux__plain/,"음식점>카페,디저트",1287307352,358400032,128.7307047,35.840041,
saltbread,daegu,대구 고산역 소금빵,플라림비,대구광역시 수성구 노변로 101-1 1층,대구광역시 수성구 노변동 15-4 1층,,https://www.instagram.com/flalim.b/profilecard/?igsh=MThjcmx4OTZ6dHQ4bg==,"음식점>카페,디저트",1287007087,358404628,128.7006949,35.8404645,
saltbread,daegu,대구 고산 소금빵,버터우드 라이온즈파크점,대구광역시 수성구 야구전설로 1 1층 2호 버터우드 라이온즈파크점,대구광역시 수성구 연호동 648 1층 2호 버터우드 라이온즈파크점,,https://www.instagram.com/butterwood_daegu,"음식점>카페,디저트",1286822059,358416451,128.6812364,35.841129,
saltbread,daegu,대구 송현역 소금빵,빵장수쉐프 장기점,대구광역시 달서구 대명천로 235 1층 빵장수쉐프 장기점,대구광역시 달서구 본리동 425 1층 빵장수쉐프 장기점,,,"카페,디저트>베이커리",1285345443,358416628,128.5344994,35.8415383,
saltbread,daegu,대구 황금 소금빵,봄팡 베이커리 수성 황금 본점,대구광역시 수성구 청수로 261 상가 105호 봄팡 베이커리 수성 황금 본점,대구광역시 수성구 황금동 368 상가 105호 봄팡 베이커리 수성 황금 본점,,https://www.instagram.com/bom__pang,"카페,디저트>베이커리",1286364379,358419923,128.6376893,35.8420696,
saltbread,daegu,대구 강창역 소금빵,다이브인커피 브런치&디너,대구광역시 달성군 다사읍 강정본길 81 다이브인커피,대구광역시 달성군 다사읍 죽곡리 768-3 다이브인커피,,https://www.instagram.com/dive__in__coffee/,"음식점>카페,디저트",1284627710,358424159,128.462771,35.8424159,
saltbread,daegu,대구 고산 소금빵,아로케 대구시지점,대구광역시 수성구 달구벌대로 3058 1층,대구광역시 수성구 시지동 246-5 1층,,https://www.instagram.com/aroke_daegu?igsh=bDM2dGpxZnB0ZGo4&utm_source=qr,"음식점>카페,디저트",1286916109,358425538,128.6916109,35.8425538,
saltbread,daegu,대구 강창역 소금빵,박기태명장의 장수당,대구광역시 달서구 성서공단로11길 87,대구광역시 달서구 호산동 708-6,,,"카페,디저트>베이커리",1284877104,358429683,128.4877104,35.8429683,
saltbread,daegu,대구 서부정류장 소금빵,데일리 본리점,대구광역시 달서구 장기로 167,대구광역시 달서구 본리동 76-2,,,"카페,디저트>베이커리",1285416860,358428820,128.5418998,35.8430518,
saltbread,daegu,대구 영대병원역 소금빵,1972포포징,대구광역시 남구 중앙대로 112-2,대구광역시 남구 봉덕동 1302-18,,https://www.instagram.com/1972forpausing,"음식점>카페,디저트",1285907578,358431193,128.5907644,35.8431099,
saltbread,daegu,대구 서부정류장 소금빵,밥스딜라잇 달서구 본점,"대구광역시 달서구 장기로 231 1층, 2층, 3층","대구광역시 달서구 장기동 539-10 1층, 2층, 3층",,https://smartstore.naver.com/bobscoffee/products/10438429022,"카페,디저트>베이커리",1285348803,358433251,128.5349151,35.8433017,
saltbread,daegu,대구 영대병원역 소금빵,브레드앤모어,대구광역시 남구 봉덕남로 32 1층,대구광역시 남구 봉덕동 607-8 1층,,https://www.instagram.com/bread_and_more2025?igsh=c3BmcnF3aHA3NzQ4,"카페,디저트>베이커리",1285937240,358437200,128.593724,35.84372,
saltbread,daegu,대구 고산 소금빵,페이스포포,대구광역시 수성구 고모로 15-1,대구광역시 수성구 시지동 196-15,,https://www.instagram.com/pacepopo.daegu/,"음식점>카페,디저트",1286879989,358436280,128.6879392,35.8438493,
saltbread,daegu,대구 남구 소금빵,구민회의 좋은아침,대구광역시 남구 대명로57길 7,대구광역시 남구 대명동 174-1,,https://instagram.com/gmh_good_morning,"카페,디저트>베이커리",1285868174,358441214,128.5867739,35.8441201,
saltbread,daegu,대구 소금빵,마고플레인 강정보점,대구광역시 달성군 다사읍 강정본길 68-18 마고플레인 강정보점,대구광역시 달성군 다사읍 죽곡리 688-2 마고플레인 강정보점,,https://www.instagram.com/margauxplain_river/,"음식점>카페,디저트",1284650808,358441915,128.4651274,35.8441691,
saltbread,daegu,대구 황금 소금빵,사피디뜨 by커피맛을조금아는남자,대구광역시 수성구 청호로 301,대구광역시 수성구 황금동 75,,http://www.커피맛을조금아는남자.com,"카페,디저트>베이커리",1286386364,358445393,128.6385997,35.8443716,
saltbread,daegu,대구 감삼 소금빵,하이우,대구광역시 달서구 와룡로28길 83 1층 하이우,대구광역시 달서구 감삼동 296-10 1층 하이우,,https://www.instagram.com/hiwu_happinessiswithu,"음식점>카페,디저트",1285419905,358448410,128.5419905,35.844841,
saltbread,daegu,대구 대명역 소금빵,스트로우베이지,대구광역시 남구 두류공원로17길 89 1층,대구광역시 남구 대명동 3052-2 1층,,https://www.instagram.com/strawbeige_bakery,"카페,디저트>베이커리",1285663543,358463127,128.5663543,35.8463127,
saltbread,daegu,대구 감삼 소금빵,사운즈커피 죽전점,대구광역시 달서구 와룡로31길 26 301동 1층 3~4호,대구광역시 달서구 감삼동 709 301동 1층 3~4호,,,"음식점>카페,디저트",1285341541,358467379,128.5339216,35.8468062,
saltbread,daegu,대구 감삼 소금빵 베이커리,계절상점,대구광역시 달서구 당산로 109-1,대구광역시 달서구 감삼동 207-9,,https://www.instagram.com/seasonbakeshop,"카페,디저트>베이커리",1285450429,358472516,128.5450429,35.8472516,
saltbread,daegu,대구 감삼 소금빵 베이커리,카프리쵸사 죽전 직영점,"대구광역시 달서구 와룡로33길 20 1층 101, 102호","대구광역시 달서구 감삼동 714 1층 101, 102호",,https://smartstore.naver.com/ccb_/category/ALL?cp=1,"카페,디저트>베이커리",1285351930,358477620,128.5348089,35.8477383,
saltbread,daegu,대구 영대병원역 소금빵,아이워즈그린 봉덕점,대구광역시 남구 봉덕로9길 72 1층,대구광역시 남구 봉덕동 499-24 1층,,https://www.instagram.com/i.was_green,"음식점>카페,디저트",1285968246,358478795,128.5968346,35.8479207,
saltbread,daegu,대구 감삼 소금빵,푸푸커피 대구 본점,대구광역시 달서구 와룡로 169 판매시설동 108동 101호,대구광역시 달서구 감삼동 461 판매시설동 108동 101호,,https://web.coupangeats.com/share?storeId=935072&dishId&key=2f6666a4-0a58-43fe-985b-7d9c5dc9edee,"음식점>카페,디저트",1285363484,358490388,128.5359406,35.8481004,
saltbread,daegu,대구 교대역 소금빵,명덕빵앗간 영대병원점,대구광역시 남구 현충로 170 본관 A동 2층,대구광역시 남구 대명동 317-1 본관 A동 2층,,,"음식점>카페,디저트>베이커리",1285849104,358473811,128.5819932,35.8482251,
saltbread,daegu,대구 황금 소금빵,휴네스트커피,대구광역시 수성구 청솔로 23 1층,대구광역시 수성구 황금동 729-11 1층,,https://www.instagram.com/huenest_coffee,"음식점>카페,디저트",1286203519,358486908,128.6203061,35.8487195,
saltbread,daegu,대구 감삼 소금빵,홀리앤졸리 도넛&커피 대구죽전점,대구광역시 달서구 달구벌대로 1530 삼정브리티시 용산 상가 301동 102호,대구광역시 달서구 감삼동 702 삼정브리티시 용산 상가 301동 102호,,,"음식점>카페,디저트",1285339564,358495002,128.5337589,35.8492551,
saltbread,daegu,대구 감삼 소금빵 베이커리,리노크,대구광역시 달서구 감삼남길 144,대구광역시 달서구 감삼동 195-23,,https://open.kakao.com/o/sAPMqJHh,"카페,디저트>베이커리",1285447200,358494946,128.54472,35.8494946,
saltbread,daegu,대구 용산 소금빵,광화문살롱 대구,대구광역시 달서구 달구벌대로 1515 1층,대구광역시 달서구 용산동 997 1층,,https://www.instagram.com/gwanghwamunsalon_daegu?igsh=MW4yNTdoOWkyaGdqcA%3D%3D&utm_source=qr,"음식점>카페,디저트",1285334586,358503013,128.5331337,35.8503676,
saltbread,daegu,대구 죽전역 소금빵,와드커피 대구죽전역점,대구광역시 달서구 달구벌대로 1551 1층 117호,대구광역시 달서구 죽전동 273-27 1층 117호,,https://wadcoffee.com/,"음식점>카페,디저트",1285364509,358505757,128.5364509,35.8505758,
saltbread,daegu,대구 계명대역 소금빵,거너실제빵소,"대구광역시 달서구 달구벌대로291길 27-6 1,2층","대구광역시 달서구 장기동 45 1,2층",,https://www.instagram.com/geneosil_bakehouse,"음식점>카페,디저트",1285245249,358505826,128.5245249,35.8505826,
saltbread,daegu,대구 교대 소금빵,딥딥딥 교대,대구광역시 남구 명덕로40길 128 1층,대구광역시 남구 대명동 1797-1 1층,,https://www.instagram.com/deep__deep__deep,"음식점>카페,디저트",1285897778,358510484,128.5897778,35.8510484,
saltbread,daegu,대구 교대 소금빵,동아제빵소,대구광역시 남구 중앙대로31길 181 101호,대구광역시 남구 대명동 1912-3 101호,,https://www.instagram.com/dong_a_bakery_shop,"카페,디저트>베이커리",1285840912,358520689,128.5840912,35.8520689,
saltbread,daegu,대구 교대 소금빵,우리의사계절,대구광역시 남구 현충로48길 7 1층,대구광역시 남구 대명동 1897-8 1층,,https://www.instagram.com/woori_seasons,"음식점>카페,디저트",1285838855,358528176,128.5838855,35.8528176,
saltbread,daegu,대구 수성시장 소금빵,러셀커피,대구광역시 수성구 명덕로 494-11 1층 러셀커피.,대구광역시 수성구 범어동 774-28 1층 러셀커피.,,,"음식점>카페,디저트",1286242497,358528684,128.6242998,35.8528217,
saltbread,daegu,대구 감삼 소금빵,이혜과자점,대구광역시 달서구 달구벌대로332길 21 1층,대구광역시 달서구 감삼동 108-1 1층,,http://pf.kakao.com/_MxaibG,"카페,디저트>베이커리",1285478104,358529563,128.5478672,35.8529517,
